"Time of Day","Process Name","PID","Operation","Path","Result","Detail","User","Session","Description","Command Line"
"1:20:06.1749777","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1750472","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1750613","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1750999","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1751513","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1752079","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1752622","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{76765b11-3f95-4af2-ac9d-ea55d8994f1a}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1927971","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1929076","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1929323","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1932612","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1933251","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1934056","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.1934899","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{CDC82860-468D-4d4e-B7E7-C298FF23AB2C}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2019055","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2020112","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2023944","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2024456","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2031403","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2032634","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2032881","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2033784","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2034829","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2035734","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{6C467336-8281-4E60-8204-430CED96822D}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2050285","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-8EE4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2050464","Explorer.EXE","2624","RegOpenKey","HKCR\CLSID\{B41DB860-8EE4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2052770","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2053636","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2054882","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2055159","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2065111","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2065787","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2065930","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2066313","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2068798","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2069446","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{B41DB860-64E4-11D2-9906-E49FADC173CA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2095113","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4D58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2096159","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2097126","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2097384","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2104928","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2106158","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2106433","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2107130","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2108060","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2109407","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{470C0EBD-5D73-4d58-9CED-E91E22E23282}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2149607","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2151378","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2151678","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2152777","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2153873","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2155009","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2171301","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2172760","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2173040","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2181580","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2183222","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2184462","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{99B29D3B-368A-4BE6-B675-805A69114497}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2200462","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41F5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2201591","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2202635","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2202878","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2213692","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2215544","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2215821","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2217750","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2218859","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2220004","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2221058","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{474C98EE-CF3D-41f5-80E3-4AAB0AB04301}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2610828","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2611554","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2611706","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2612114","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2613129","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2613748","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2614441","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{934D4698-6A59-48f8-9F29-9FB30670320E}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2662199","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2663532","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2664303","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2665011","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2666012","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2667087","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2668186","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{18907f3b-9afb-4f87-b764-f9a4e16a21b8}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2716587","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{11DBB47C-A525-400B-9E80-A54615A090C0}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2718356","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{11dbb47c-a525-400b-9e80-a54615a090c0}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2726353","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{11dbb47c-a525-400b-9e80-a54615a090c0}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2727515","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{11dbb47c-a525-400b-9e80-a54615a090c0}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2727759","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{11dbb47c-a525-400b-9e80-a54615a090c0}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:20:06.2728508","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{11dbb47c-a525-400b-9e80-a54615a090c0}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
