"Time of Day","Process Name","PID","Operation","Path","Result","Detail","User","Session","Description","Command Line"
"1:34:32.2801965","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2802110","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2802516","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2803700","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2804449","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2805076","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2811947","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InprocServer32","NAME NOT FOUND","Desired Access: Read","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2812766","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2812931","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2813631","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2814274","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2814922","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2815567","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2847184","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2848219","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2849167","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2849398","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{289AF617-1CC3-42A6-926C-E6A863F0E3BA}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2855506","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49B9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2856636","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2857709","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2857982","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{35786D3C-B075-49b9-88DD-029876E11C01}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2863808","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2865034","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2866106","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2866380","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2876843","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2877948","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2878935","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2879176","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2883106","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2884890","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2885503","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2885717","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2892021","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2893215","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2894352","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2894579","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2899200","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2900108","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2901221","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2901915","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2906272","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2907316","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2908360","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2908593","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2911741","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2912351","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2912955","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2913097","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2916495","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2917091","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2917697","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2917850","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2922985","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2925163","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2926726","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2926978","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2931545","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2932323","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2933065","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2933249","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2938316","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2938947","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2939558","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2939705","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2942251","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2942861","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2943573","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2943723","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2946117","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2947225","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2947823","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2947975","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2950440","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2951011","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2951567","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2951705","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2954490","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2955097","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2955666","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2955808","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2960003","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2960638","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2961258","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.2961406","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.3035515","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450A-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Query Value","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.3036314","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.3037233","Explorer.EXE","2624","RegOpenKey","HKCU\Software\Classes\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
"1:34:32.3037452","Explorer.EXE","2624","RegQueryValue","HKCR\CLSID\{04731B67-D933-450a-90E6-4ACD2E9408FE}\InProcServer32\LoadWithoutCOM","NAME NOT FOUND","Length: 12","DESKTOP-VKFSKB2\jiushi","1","Windows 资源管理器","C:\Windows\Explorer.EXE"
