"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:42:39.0513311","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:42:39.0513517","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:42:39.0515141","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:42:39.0515509","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:42:39.0516387","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:42:59.0459237","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:42:59.0459455","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:42:59.0460808","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:42:59.0461546","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:42:59.0461808","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:19.0466494","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:43:19.0466714","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:43:19.0467836","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:19.0468179","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:43:19.0468457","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:39.0635239","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:43:39.0635456","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:43:39.0636833","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:39.0637602","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:43:39.0637870","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:59.0820964","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:43:59.0821236","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:43:59.0822690","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:43:59.0823150","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:43:59.0823493","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:19.0909461","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:44:19.0909941","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:44:19.0911515","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:19.0911976","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:44:19.0912350","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:39.1069664","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:44:39.1070179","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:44:39.1071434","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:39.1071776","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:44:39.1072053","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:59.1187959","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:44:59.1188175","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:44:59.1189567","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:44:59.1190084","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:44:59.1190344","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:19.1290453","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:45:19.1291220","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:45:19.1292774","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:19.1293114","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:45:19.1293906","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:39.1523492","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:45:39.1523857","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:45:39.1526557","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:39.1527140","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:45:39.1527588","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:42.8539789","csrss.exe","544","CreateFile","C:\Windows\System32\zh-CN\Microsoft.Windows.Common-Controls.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8547664","csrss.exe","544","CreateFile","C:\Windows\System32\en-US\Microsoft.Windows.Common-Controls.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8552441","csrss.exe","544","CreateFile","C:\Windows\System32\en\Microsoft.Windows.Common-Controls.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8568106","csrss.exe","544","CreateFile","C:\Windows\System32\zh-CN\Microsoft.Windows.Common-Controls.mui.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8576646","csrss.exe","544","CreateFile","C:\Windows\System32\en-US\Microsoft.Windows.Common-Controls.mui.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8581523","csrss.exe","544","CreateFile","C:\Windows\System32\en\Microsoft.Windows.Common-Controls.mui.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: WIN-YZAQ01YWQBO\Administrator"
"21:45:42.8693426","logon.scr","2016","RegQueryValue","HKLM\System\CurrentControlSet\Control\SESSION MANAGER\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"21:45:59.1509108","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:45:59.1509312","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:45:59.1510675","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:45:59.1512255","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:45:59.1513013","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:19.1572116","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:46:19.1572341","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:46:19.1573444","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:19.1573782","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:46:19.1574179","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:39.1346481","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:46:39.1346690","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:46:39.1347779","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:39.1348121","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:46:39.1348378","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:59.1284182","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:46:59.1284819","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:46:59.1286765","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:46:59.1287234","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:46:59.1288411","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:19.1367794","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:47:19.1368169","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:47:19.1369501","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:19.1370035","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:47:19.1370309","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:39.1442784","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:47:39.1443012","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:47:39.1444509","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:39.1444888","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:47:39.1445527","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:59.1405705","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:47:59.1406024","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:47:59.1407728","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:47:59.1408271","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:47:59.1408677","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:19.1418859","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:48:19.1419262","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:48:19.1421803","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:19.1422674","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:48:19.1424224","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:32.3192514","LogonUI.exe","1064","RegQueryValue","HKLM\System\CurrentControlSet\Control\SESSION MANAGER\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"21:48:32.5395971","LogonUI.exe","1064","CreateFile","C:\Windows\System32\zh-CN\imageres.dll.mui","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"21:48:39.1545279","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:48:39.1545750","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:48:39.1547288","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:39.1547632","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:48:39.1547898","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:59.1436498","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:48:59.1436777","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:48:59.1438087","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:48:59.1438481","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:48:59.1438805","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:19.1284433","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:49:19.1284645","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:49:19.1285764","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:19.1286286","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:49:19.1286563","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:39.1307595","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:49:39.1308007","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:49:39.1315900","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:39.1316310","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:49:39.1316622","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:59.1423655","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:49:59.1423862","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:49:59.1425252","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:49:59.1425842","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:49:59.1426113","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
"21:50:19.1475673","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msrle32.dll","NAME NOT FOUND","Length: 144"
"21:50:19.1475934","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msvidc32.dll","NAME NOT FOUND","Length: 144"
"21:50:19.1479325","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\msyuv.dll","NAME NOT FOUND","Length: 144"
"21:50:19.1479667","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\iyuv_32.dll","NAME NOT FOUND","Length: 144"
"21:50:19.1479924","wmiprvse.exe","1908","RegQueryValue","HKLM\SOFTWARE\Microsoft\WINDOWS NT\CURRENTVERSION\drivers.desc\tsbyuv.dll","NAME NOT FOUND","Length: 144"
